index,link,Title,Price,km,Zustand,Registration date,kW,hp,transmission,Ffuel,Type,Previous Owners,Last Service Date,Warranty,Full Service,Non-smoking Vehicle,Make,Model,First Registration,Body Color,Paint Type,Upholstery,Body,Nr. of Doors,Nr. of Seats,Gearing Type,Gears,Displacement,Cylinders,Weight,Fuel,ConsumptionYou can obtain more information on the official fuel consumption and official specific CO2 emissions of new passenger vehicles from the guideline on fuel consumption and CO2 emissions of new passenger vehicles. This guideline is available free of charge at all dealerships and from Deutsche Automobil Treuhand GmbH at www.dat.de.,CO2 EmissionYou can obtain more information on the official fuel consumption and official specific CO2 emissions of new passenger vehicles from the guideline on fuel consumption and CO2 emissions of new passenger vehicles. This guideline is available free of charge at all dealerships and from Deutsche Automobil Treuhand GmbH at www.dat.de.,Offer Number,Body Color Original,Drive chain,Emission Class,Availability,Country version,Emission Label,Next Inspection,Electricity consumptionYou can obtain more information on the official fuel consumption and official specific CO2 emissions of new passenger vehicles from the guideline on fuel consumption and CO2 emissions of new passenger vehicles. This guideline is available free of charge at all dealerships and from Deutsche Automobil Treuhand GmbH at www.dat.de.,Inspection new,Model Code,Last Timing Belt Service Date,Other Fuel Types,CO2 Emission
107,https://www.autoscout24.com//offers/ford-transit-2-0-transit-2-0-tdci-130ps-310l2-kasten-trend-klim-diesel-white-3ed36b62-dc9c-4f66-9511-56fd808a7612,Ford Transit 2.0 Transit 2.0 TDCi 130PS 310L2 Kasten Trend Klim,"€ 27,165.-",100 km,"Demonstration, Full Service History",06/2019,- kW,- hp,"Manual, Diesel","Manual, Diesel",Demonstration,,,,,,Ford,Transit,2019,White,Metallic,Cloth,Other,5,5,Manual,,"1,998 cc",,,Diesel (Particulate Filter),,171 g CO2/km (comb),A16572,Frozen White H6W,front,,,,,06/2022,,,,,,
108,https://www.autoscout24.com//offers/peugeot-308-sw-1-6-bluehdi-120-s-s-business-line-diesel-grey-c56aa15f-a67c-412c-bfc2-2fc806808407,"Peugeot 308 SW 1,6 BlueHDi 120 S&S Business Line","€ 16,997.-","9,000 km","Used, Full Service History",12/2016,88 kW,120 hp,"Manual, Diesel","Manual, Diesel",Used,,,24 months,,,Peugeot,308,2016,Grey,Metallic,"Cloth, Black",Station wagon,5,5,Manual,6,"1,560 cc",,"1,300 kg",Diesel (Particulate Filter),"3.2 l/100 km (comb)

",85 g CO2/km (comb),2021334655,Artense grau,front,,,,,12/2021,,,,,,
109,https://www.autoscout24.com//offers/audi-a6-allroad-3-0-tdi-v6-quattro-tiptr-dpf-diesel-grey-7bd2b99b-805c-3d47-e053-e250040ab2de,"Audi A6 allroad 3,0 TDI V6 quattro Tiptr. DPF","€ 8,000.-","185,000 km","Used, Full Service History",10/2006,171 kW,232 hp,"Semi-automatic, Diesel","Semi-automatic, Diesel",Used,,01/2019,,,,Audi,A6 allroad,2006,Grey,,,Station wagon,5,5,Semi-automatic,6,"2,967 cc",6,"1,880 kg",Diesel (Particulate Filter),"8.8 l/100 km (comb)
11.8 l/100 km (city)
7 l/100 km (country)",232 g CO2/km (comb),,,,Euro 4,,,,10/2020,,,,,,
110,https://www.autoscout24.com//offers/seat-ibiza-fresh-1-4-tdi-pd-diesel-blue-d609b9fd-ef37-4eb9-b8b9-4d083e11fa86,"SEAT Ibiza Fresh 1,4 TDI PD","€ 1,600.-","199,000 km","Used, Full Service History",04/2005,55 kW,75 hp,"Manual, Diesel","Manual, Diesel",Used,1,11/2019,,,,SEAT,Ibiza,2005,Blue,Metallic,"Cloth, Black",Sedans,5,5,Manual,5,"1,422 cc",3,"1,128 kg",Diesel,,,,1G / S5S,front,,,Austria,,,,,,,,
111,https://www.autoscout24.com//offers/volkswagen-kaefer-gasoline-red-47a37e9b-2857-611a-e053-e250040a2f33,Volkswagen Käfer,"€ 6,000.-","11,876 km",Antique / Classic,01/1977,25 kW,34 hp,Gasoline,Gasoline,Antique / Classic,,,,,,Volkswagen,Käfer,1977,Red,Metallic,,Convertible,,,,,,,,Gasoline,,,,,,,,,,,,,,,,
112,https://www.autoscout24.com//offers/volkswagen-golf-sportsvan-comfortline-tsi-gasoline-grey-1dba5730-cab2-4be0-804e-bcdc79d4c525,Volkswagen Golf Sportsvan Comfortline TSI,"€ 22,990.-",201 km,"Used, Full Service History",05/2019,85 kW,116 hp,"Manual, Gasoline","Manual, Gasoline",Used,,,,,,Volkswagen,Golf Sportsvan,2019,Grey,Metallic,,Sedans,4,5,Manual,,999 cc,,"1,318 kg",Gasoline,"5 l/100 km (comb)

",,350-35046,mittelgrau metallic,front,,,,,,,,,,,
113,https://www.autoscout24.com//offers/mini-cooper-d-countryman-jcw-interieur-paket-black-paket-xenon-navi-ahk-diesel-black-29ff42fd-484b-4c1a-8ee4-022f0ba1e821,"MINI Cooper D Countryman JCW Interieur Paket, Black Paket, Xenon, Navi, AHK","€ 15,990.-","60,000 km","Used, Full Service History",10/2016,82 kW,111 hp,"Manual, Diesel","Manual, Diesel",Used,1,,,,,MINI,Cooper D Countryman,2016,Black,Metallic,"Cloth, Black",Off-Road/Pick-up,5,4,Manual,6,"1,598 cc",4,"1,385 kg",Diesel (Particulate Filter),"4.2 l/100 km (comb)
4.7 l/100 km (city)
3.9 l/100 km (country)",111 g CO2/km (comb),,Absolut Black Metallic,front,,,,,,,,,,,
114,https://www.autoscout24.com//offers/audi-q5-2-0-tdi-quattro-dpf-diesel-black-23058f8d-41a2-843b-e053-e250040adb4b,"Audi Q5 2,0 TDI quattro DPF","€ 14,200.-","210,000 km",Used,07/2012,105 kW,143 hp,"Manual, Diesel","Manual, Diesel",Used,,,,,,Audi,Q5,2012,Black,Metallic,,Off-Road/Pick-up,5,5,Manual,6,"1,968 cc",4,"1,830 kg",Diesel (Particulate Filter),"6.2 l/100 km (comb)
7.2 l/100 km (city)
5.6 l/100 km (country)",162 g CO2/km (comb),,,,Euro 5,,,,,,,,,,
115,https://www.autoscout24.com//offers/ford-kuga-1-5-ecoboost-titanium-navi-xenon-pdc-rueckfahr-gasoline-grey-84aaa5ad-6086-4f9a-9795-a23bac823fca,Ford Kuga 1.5 EcoBoost TITANIUM * NAVI XENON PDC RÜCKFAHR...,"€ 25,213.-",10 km,"Used, Full Service History",01/2018,110 kW,150 hp,"Manual, Gasoline","Manual, Gasoline",Used,2,,,,,Ford,Kuga,2018,Grey,Metallic,"Part leather, Black",Off-Road/Pick-up,5,5,Manual,,"1,498 cc",,,Super 95,,,299833,Magneticgrau,,,in 14 days from ordering,European Union,,01/2021,,,8566/BJH,,,
116,https://www.autoscout24.com//offers/toyota-yaris-1-0-vvt-i-active-gasoline-black-c0e15321-a33d-4eff-819a-6912a4f80b07,"Toyota Yaris 1,0 VVT-i Active","€ 10,980.-","18,903 km","Demonstration, Full Service History",04/2016,51 kW,69 hp,"Manual, Gasoline","Manual, Gasoline",Demonstration,,,,,,Toyota,Yaris,2016,Black,Metallic,"Cloth, Black",Sedans,5,5,Manual,5,998 cc,,980 kg,Gasoline,"4.3 l/100 km (comb)
5.2 l/100 km (city)
3.8 l/100 km (country)",99 g CO2/km (comb),10043,onyx schwarz-209,front,,,,,04/2021,,,,,,
117,https://www.autoscout24.com//offers/ford-focus-1-0-ecoboost-trend-klimatronic-sitzheizung-gasoline-black-837f5cab-6834-47eb-94c1-ea38068df05d,"Ford Focus 1,0 EcoBoost Trend *KLIMATRONIC, SITZHEIZUNG*","€ 12,490.-","46,950 km","Used, Full Service History",01/2017,74 kW,101 hp,"Manual, Gasoline","Manual, Gasoline",Used,1,,,,,Ford,Focus,2017,Black,,"Cloth, Black",Sedans,5,5,Manual,5,"1,000 cc",,"1,276 kg",Gasoline,"4.6 l/100 km (comb)
5.7 l/100 km (city)
3.9 l/100 km (country)",105 g CO2/km (comb),2021070197,schwarz,front,,,,,01/2022,,,,,,
118,https://www.autoscout24.com//offers/seat-ateca-2-0-fr-tdi-dsg-diesel-grey-270e0f22-7e1f-4b89-bcf7-c6439bb0024f,"SEAT Ateca 2,0 FR TDI DSG","€ 32,950.-","10,500 km",Used,06/2019,110 kW,150 hp,"Automatic, Diesel","Automatic, Diesel",Used,,,,,,SEAT,Ateca,2019,Grey,Metallic,Full leather,Off-Road/Pick-up,5,5,Automatic,7,"1,968 cc",,"1,441 kg",Diesel (Particulate Filter),"4.5 l/100 km (comb)

",123 g CO2/km (comb),201-10091,Granit-Grau Met.,front,,,,,06/2022,,,,,,
119,https://www.autoscout24.com//offers/bmw-218-d-active-tourer-advantage-diesel-white-ce5ae1d7-1ee6-4ecd-aa10-91aecf007788,BMW 218 d Active Tourer Advantage,"€ 41,792.-",5 km,New,-/-,110 kW,150 hp,"Manual, Diesel","Manual, Diesel",New,,,,,,BMW,218,,White,Metallic,Cloth,Sedans,5,5,Manual,6,"1,995 cc",,,Diesel (Particulate Filter),,,3275550,Mineralweiss,front,Euro 6,,,,,,Yes,,,,
120,https://www.autoscout24.com//offers/opel-vivaro-combi-l2h1-1-6-biturbo-cdti-ecoflex-2-9t-start-st-diesel-white-84b83d33-78d1-47b1-ba6f-7df057e297a2,"Opel Vivaro Combi L2H1 1,6 BiTurbo CDTI ecoflex 2,9t Start/St","€ 20,490.-","74,000 km","Demonstration, Full Service History",05/2017,92 kW,125 hp,"Manual, Diesel","Manual, Diesel",Demonstration,,,,,,Opel,Vivaro,2017,White,,Cloth,Station wagon,5,9,Manual,6,"1,598 cc",,"2,114 kg",Diesel (Particulate Filter),"5.6 l/100 km (comb)
6.4 l/100 km (city)
5.1 l/100 km (country)",145 g CO2/km (comb),GS_BUCH022473,Casablanca Weiß,front,Euro 6,,,,05/2020,,,,,,
121,https://www.autoscout24.com//offers/ford-ranger-xl-diesel-blue-0e675697-1c95-fa08-e053-e250040ab48e,Ford Ranger XL,"€ 8,000.-","310,000 km",Used,08/2008,105 kW,143 hp,"Manual, Diesel","Manual, Diesel",Used,,,,,,Ford,Ranger,2008,Blue,,,Transporter,4,5,Manual,5,"2,498 cc",4,"1,815 kg",Diesel,"8.9 l/100 km (comb)
10.9 l/100 km (city)
7.8 l/100 km (country)",244 g CO2/km (comb),,,,Euro 4,,,,,,,8566/AXG,,,
122,https://www.autoscout24.com//offers/skoda-octavia-combi-1-6-tdi-sportpaket-dsg-diesel-black-e43088b3-03a9-4bf2-b7ec-a16bdae764e6,"Skoda Octavia Combi 1,6 TDI ""Sportpaket"" DSG","€ 17,800.-","102,130 km",Used,11/2016,81 kW,110 hp,"Automatic, Diesel","Automatic, Diesel",Used,1,,,,,Skoda,Octavia,2016,Black,Metallic,"Cloth, Black",Station wagon,5,5,Automatic,7,"1,598 cc",4,"1,327 kg",Diesel,"3.9 l/100 km (comb)
4.5 l/100 km (city)
3.5 l/100 km (country)",100 g CO2/km (comb),116525,schwarz magic-perleffekt,,Euro 6,,,,,,,,,,
123,https://www.autoscout24.com//offers/volkswagen-caddy-edition-35-tdi-4motion-diesel-white-3ee774fe-4812-4ec6-b20e-ee07208034f2,Volkswagen Caddy Edition 35 TDI 4MOTION,"€ 28,980.-",201 km,"Used, Full Service History",09/2019,90 kW,122 hp,"Manual, Diesel","Manual, Diesel",Used,,,,,,Volkswagen,Caddy,2019,White,,,Station wagon,4,5,Manual,,"1,968 cc",,"1,687 kg",Diesel,"6.2 l/100 km (comb)

",,273-13326,weiss normal,4WD,,,,,,,,,,,
124,https://www.autoscout24.com//offers/renault-scenic-renault-limited-tce-gasoline-white-f8c9b809-7830-40fa-b512-d0e4eafcff07,Renault Scenic Renault Limited TCE,"€ 20,790.-","5,500 km","Demonstration, Full Service History",07/2019,85 kW,116 hp,"Manual, Gasoline","Manual, Gasoline",Demonstration,,,48 months,,,Renault,Scenic,2019,White,Metallic,,Van,5,5,Manual,6,"1,332 cc",,"1,415 kg",Regular/Benzine 91,,,18-900125,Perlmutt-Weiß/Black,,,,Austria,,,,,,,,
125,https://www.autoscout24.com//offers/ford-focus-cc-trend-1-6-gasoline-silver-ef66d5e0-0e6a-46d7-bd28-c99a23014e7d,"Ford Focus CC Trend 1,6","€ 7,790.-","81,000 km",Used,08/2010,74 kW,101 hp,"Manual, Gasoline","Manual, Gasoline",Used,0,,,,,Ford,Focus CC,2010,Silver,,"Cloth, Black",Convertible,2,4,Manual,5,"1,596 cc",4,"1,398 kg",Gasoline,"7.1 l/100 km (comb)
9.4 l/100 km (city)
5.8 l/100 km (country)",169 g CO2/km (comb),,Silber,front,Euro 4,,,,,,,,,,
126,https://www.autoscout24.com//offers/bmw-520-5er-reihe-diesel-f10-oesterreich-paket-aut-diesel-white-ad27f39a-44ba-1e6a-e053-e250040a830f,BMW 520 5er-Reihe Diesel (F10) M Paket voll,"€ 20,799.-","178,000 km",Used,12/2012,135 kW,184 hp,"Automatic, Diesel","Automatic, Diesel",Used,,,,,,BMW,520,2012,White,,,Sedans,4,5,Automatic,8,"1,995 cc",4,"1,625 kg",Diesel (Particulate Filter),"4.7 l/100 km (comb)
5.7 l/100 km (city)
4.4 l/100 km (country)",123 g CO2/km (comb),,,,Euro 5,,,,,,,,,,
127,https://www.autoscout24.com//offers/peugeot-308-1-6-bluehdi-120-allure-s-s-diesel-grey-f58d5f2d-b52d-4cb4-9194-544dea5fb59c,"Peugeot 308 1,6 BlueHDI 120 Allure S&S","€ 15,980.-","20,000 km","Used, Full Service History",01/2018,88 kW,120 hp,"Manual, Diesel","Manual, Diesel",Used,,,,,,Peugeot,308,2018,Grey,Metallic,Cloth,Sedans,5,5,Manual,6,"1,560 cc",,"1,185 kg",Diesel (Particulate Filter),"3 l/100 km (comb)
3.6 l/100 km (city)
3 l/100 km (country)",84 g CO2/km (comb),2020762697,Artense Grau,front,Euro 6,,,,01/2021,,,,,,
128,https://www.autoscout24.com//offers/ford-focus-1-0-ecoboost-st-line-business-gasoline-blue-e8d72a9c-5f8a-a907-e053-e250040a02f7,"Ford Focus 1,0 EcoBoost ST-Line Business","€ 20,500.-","22,600 km","Used, Full Service History",08/2018,92 kW,125 hp,"Manual, Gasoline","Manual, Gasoline",Used,,,,,,Ford,Focus,2018,Blue,,,Sedans,5,5,Manual,6,999 cc,3,"1,322 kg",Gasoline,"4.9 l/100 km (comb)
6 l/100 km (city)
4.3 l/100 km (country)",111 g CO2/km (comb),,,,Euro 6d-TEMP,,,,,,,,,,
129,https://www.autoscout24.com//offers/mercedes-benz-glc-220-d-4matic-aut-navi-led-leder-head-up-temp-shz-diesel-grey-b9d4dde7-5c22-439b-9689-247880c51c90,Mercedes-Benz GLC 220 d 4MATIC Aut. NAVI LED LEDER HEAD-UP TEMP SHZ,"€ 37,990.-","35,916 km",Used,05/2018,125 kW,170 hp,"Automatic, Diesel","Automatic, Diesel",Used,,,,,,Mercedes-Benz,GLC 220,2018,Grey,Metallic,"Full leather, Black",Off-Road/Pick-up,5,5,Automatic,9,"2,143 cc",,,Diesel,,,3421020,grau,4WD,Euro 6,,,,,,,,,,
130,https://www.autoscout24.com//offers/volkswagen-golf-plus-rabbit-1-6-tdi-dpf-diesel-blue-9f3370ba-d421-492b-9deb-5da80c0105d3,"Volkswagen Golf Plus Rabbit 1,6 TDI DPF","€ 6,990.-","141,000 km","Used, Full Service History",02/2011,66 kW,90 hp,"Manual, Diesel","Manual, Diesel",Used,2,,,,,Volkswagen,Golf Plus,2011,Blue,Metallic,"Cloth, Black",Sedans,5,5,Manual,5,"1,598 cc",4,"1,365 kg",Diesel,"4.7 l/100 km (comb)
6 l/100 km (city)
4.1 l/100 km (country)",125 g CO2/km (comb),,,front,,,Austria,,,,,,,,
131,https://www.autoscout24.com//offers/volkswagen-golf-cabriolet-cabrio-classicline-gasoline-white-c5cde884-644d-1877-e053-e250040abb0e,Volkswagen Golf Cabriolet Cabrio Classicline,"€ 7,990.-","132,000 km",Used,02/1992,72 kW,98 hp,"Manual, Gasoline","Manual, Gasoline",Used,,,,,,Volkswagen,Golf Cabriolet,1992,White,Metallic,"Cloth, Grey",Convertible,2,4,Manual,5,"1,781 cc",4,"1,040 kg",Gasoline,,,,,,,,,,,,,,,,
132,https://www.autoscout24.com//offers/opel-adam-opel-black-white-1-2-special-limited-edition-gasoline-white-e4ccf78e-a29f-f60b-e053-e250040a0d90,Opel Adam Opel Black & White 1.2 (special/limited edition),"€ 7,990.-","36,000 km","Used, Full Service History",08/2016,51 kW,69 hp,"Manual, Gasoline","Manual, Gasoline",Used,1,,,,,Opel,Adam,2016,White,,,Compact,2,4,Manual,,,,,Gasoline,,,,,front,,,,,,,,,,,
133,https://www.autoscout24.com//offers/jeep-grand-cherokee-3-0-v6-multijet-ii-limited-panoramadach-diesel-grey-06fb6b11-0a4f-4ecc-81f7-547b5e46bd0d,"Jeep Grand Cherokee 3,0 V6 Multijet II Limited Panoramadach","€ 55,990.-",18 km,New,-/-,140 kW,190 hp,"Automatic, Diesel","Automatic, Diesel",New,0,,,,,Jeep,Grand Cherokee,,Grey,Metallic,"Full leather, Black",Off-Road/Pick-up,5,5,Automatic,8,"2,987 cc",6,"2,403 kg",Diesel (Particulate Filter),"7.8 l/100 km (comb)

",208 g CO2/km (comb),,Granite Crystal Grau Met.,4WD,Euro 6d-TEMP,,Austria,,,,,,,,
134,https://www.autoscout24.com//offers/skoda-rapid-spaceback-rapid-spaceback-sport-tsi-gasoline-blue-7e01b599-3b97-453e-89b6-c373bd4801a5,Skoda Rapid/Spaceback RAPID SPACEBACK Sport TSI,"€ 14,990.-","19,293 km","Used, Full Service History",04/2018,81 kW,110 hp,"Manual, Gasoline","Manual, Gasoline",Used,,,,,,Skoda,Rapid/Spaceback,2018,Blue,Metallic,,Sedans,5,5,Manual,,999 cc,,"1,146 kg",Gasoline,"4.6 l/100 km (comb)

",,370-17528,mittelblau metallic,front,,,,,,,,,,,
135,https://www.autoscout24.com//offers/ford-focus-titanium-diesel-blue-ce175a91-9b42-c51e-e053-e250040a0224,Ford Focus Titanium,"€ 8,900.-","130,000 km",Used,10/2013,120 kW,163 hp,"Manual, Diesel","Manual, Diesel",Used,,,,,,Ford,Focus,2013,Blue,Metallic,,Compact,5,5,Manual,,,,,Diesel,,,,,front,,,,,,,,,,,
136,https://www.autoscout24.com//offers/audi-a4-1-9-tdi-diesel-black-cea74f93-e342-8401-e053-e250040aa759,"Audi A4 1,9 TDI","€ 4,500.-","260,000 km","Used, Full Service History",11/1999,81 kW,110 hp,"Manual, Diesel","Manual, Diesel",Used,1,,,,,Audi,A4,1999,Black,Metallic,"Cloth, Black",Sedans,4,5,Manual,5,"1,896 cc",4,"1,240 kg",Diesel,"5.3 l/100 km (comb)
6.9 l/100 km (city)
4.3 l/100 km (country)",142 g CO2/km (comb),,,,,,,,,,,,,,
137,https://www.autoscout24.com//offers/audi-a6-3-0-tdi-quattro-led-navi-bose-diesel-black-d57e089a-daff-af19-e053-e250040a30d3,"Audi A6 3,0 TDI Quattro, LED, NAVI, BOSE","€ 27,850.-","99,200 km","Used, Full Service History",11/2012,180 kW,245 hp,"Automatic, Diesel","Automatic, Diesel",Used,3,09/2019,,,,Audi,A6,2012,Black,,,Station wagon,5,5,Automatic,7,"2,967 cc",6,"1,865 kg",Diesel (Particulate Filter),"5.9 l/100 km (comb)
7.2 l/100 km (city)
5.2 l/100 km (country)",156 g CO2/km (comb),,,,Euro 5,,,,11/2020,,,,,,
138,https://www.autoscout24.com//offers/citroen-c3-picasso-e-hdi-90-airdream-egs6-seduction-diesel-white-6a880a16-c765-414b-864f-17096543d90d,Citroen C3 Picasso e-HDi 90 Airdream EGS6 Seduction,"€ 9,900.-","80,981 km","Used, Full Service History",11/2014,68 kW,92 hp,"Automatic, Diesel","Automatic, Diesel",Used,,,12 months,,,Citroen,C3 Picasso,2014,White,,Cloth,Station wagon,5,5,Automatic,6,"1,560 cc",,"1,366 kg",Diesel (Particulate Filter),"4.3 l/100 km (comb)
4.9 l/100 km (city)
4 l/100 km (country)",112 g CO2/km (comb),11077,Nacre Weiß Perl,front,Euro 5,,,,11/2020,,,,,,
139,https://www.autoscout24.com//offers/skoda-superb-style-tsi-act-gasoline-silver-9e0e7963-5d2f-4fc2-9fc7-8808c3fcbaa7,Skoda Superb Style TSI ACT,"€ 27,550.-","20,274 km","Used, Full Service History",09/2018,110 kW,150 hp,"Manual, Gasoline","Manual, Gasoline",Used,,,,,,Skoda,Superb,2018,Silver,Metallic,,Station wagon,5,5,Manual,,"1,395 cc",,"1,491 kg",Gasoline,"5.2 l/100 km (comb)

",,270-11591,silber metallic,front,,,,,,,,,,,
140,https://www.autoscout24.com//offers/mercedes-benz-vito-114-cdi-kasten-4matic-lang-allrad-navi-kamera-diesel-white-7dec21c9-8c54-4b9e-b118-7404626bad21,Mercedes-Benz Vito 114 CDI Kasten 4MATIC lang Allrad Navi Kamera,"€ 36,650.-",10 km,New,-/-,100 kW,136 hp,"Automatic, Diesel","Automatic, Diesel",New,,,48 months,,,Mercedes-Benz,Vito,,White,,"Cloth, Black",Transporter,4,3,Automatic,7,"2,143 cc",,,Diesel (Particulate Filter),"6 l/100 km (comb)
6.7 l/100 km (city)
5.6 l/100 km (country)",159 g CO2/km (comb),13653632,arktikweiß,4WD,Euro 6,,Austria,4 (Green),,,,,,,
141,https://www.autoscout24.com//offers/audi-a4-avant-2-0-tdi-diesel-white-016c9190-7916-5d1c-e053-e250040a7ecd,"Audi A4 Avant 2,0 TDI","€ 15,000.-","110,000 km",Used,12/2014,110 kW,150 hp,"Automatic, Diesel","Automatic, Diesel",Used,,06/2019,,,,Audi,A4,2014,White,,,Station wagon,5,5,Automatic,6,"1,968 cc",4,"1,610 kg",Diesel (Particulate Filter),"4.7 l/100 km (comb)
5.6 l/100 km (city)
4.2 l/100 km (country)",124 g CO2/km (comb),,,,Euro 5,,,,12/2019,,,,,,
142,https://www.autoscout24.com//offers/bmw-330-d-touring-aut-xdrive-diesel-black-63495f37-fa0e-4427-a504-ecbbd8888300,BMW 330 d Touring Aut. [xDrive],"€ 24,400.-","111,925 km","Used, Full Service History",09/2016,190 kW,258 hp,"Automatic, Diesel","Automatic, Diesel",Used,1,,,,,BMW,330,2016,Black,,Full leather,Station wagon,5,5,Automatic,8,"2,993 cc",6,"1,755 kg",Diesel,"5.5 l/100 km (comb)

",,PLA391282,,4WD,Euro 6,,,,,,,,,,
143,https://www.autoscout24.com//offers/volkswagen-golf-sportsvan-highline-1-6-bmt-tdi-diesel-white-e75ceb0f-fe1d-488f-8488-41d02eab9556,"Volkswagen Golf Sportsvan Highline 1,6 BMT TDI","€ 14,831.-","99,843 km",Used,07/2014,81 kW,110 hp,"Manual, Diesel","Manual, Diesel",Used,1,,,,,Volkswagen,Golf Sportsvan,2014,White,Metallic,"Cloth, Black",Sedans,5,5,Manual,5,"1,598 cc",4,"1,420 kg",Diesel (Particulate Filter),"3.8 l/100 km (comb)

",101 g CO2/km (comb),,Oryxweiß,front,,,Austria,,,,,,,,
